@relation Escola

@attribute ZeroCrossingRate numeric
@attribute Energy numeric
@attribute EntropyOfEnergy numeric
@attribute SpectralCentroid numeric
@attribute SpectralSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollof numeric
@attribute Mfccs1 numeric
@attribute Mfccs2 numeric
@attribute Mfccs3 numeric
@attribute Mfccs4 numeric
@attribute Mfccs5 numeric
@attribute Mfccs6 numeric
@attribute Mfccs7 numeric
@attribute Mfccs8 numeric
@attribute Mfccs9 numeric
@attribute Mfccs10 numeric
@attribute Mfccs11 numeric
@attribute Genre {Pop, Classical}

@data
0.0639269406393, 0.638780599258, 3.22127248353, 1.09385989745, 0.53829601411, 2.45810757111, 0.0, 0.954545454545, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.319634703196, 0.235506875386, 2.75211227971, 1.20526294257, 0.571863366067, 2.81597492567, 0.0, 0.922727272727, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0639269406393, 0.115792460908, 3.2777363249, 1.0244369244, 0.600967289246, 2.284098216, 0.0, 0.9, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.397260273973, 0.240828297406, 3.23802663646, 0.908020893498, 0.618053779564, 3.0035441165, 0.0, 0.895454545455, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.374429223744, 0.135535395651, 3.06590281922, 0.939995352059, 0.606949098457, 2.74589706286, 0.0, 0.8, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.255707762557, 0.121786995083, 2.89943904791, 1.0705514136, 0.507948731614, 2.84554707238, 0.0, 0.881818181818, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.164383561644, 0.0702627613322, 3.20084026619, 0.995433000498, 0.574690366234, 2.48480800198, 0.0, 0.945454545455, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0365296803653, 0.3181727435, 2.85112069113, 0.674549812556, 0.492685432869, 1.77002322338, 0.0, 0.490909090909, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0547945205479, 0.0168166645954, 2.83860381502, 0.916636068483, 0.591700872249, 2.31907308294, 0.0, 0.845454545455, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.7899543379, 0.0400004170585, 3.22701425771, 0.927684574367, 0.62014352115, 2.51792465153, 0.0, 0.904545454545, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.260273972603, 0.0383436582994, 3.20317672127, 0.989429278362, 0.589664170172, 2.8753952919, 0.0, 0.886363636364, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.146118721461, 0.177815913831, 3.01167518295, 1.25505218411, 0.513433069346, 2.39212790776, 0.0, 0.890909090909, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0228310502283, 0.100805603619, 2.87615034473, 1.21779045049, 0.452308740505, 1.84699871291, 0.0, 0.845454545455, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.337899543379, 0.0465748907758, 3.0097385203, 0.991985035483, 0.61153230448, 2.85155551902, 0.0, 0.945454545455, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.264840182648, 0.413573251451, 3.20980081349, 1.10845926803, 0.556747895936, 2.21343913151, 0.0, 0.927272727273, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.37899543379, 0.243474047296, 3.18341427129, 1.0871862585, 0.5793331706, 2.9175863961, 0.0, 0.913636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.150684931507, 0.354510763977, 3.07629200603, 1.13018098066, 0.537814801763, 2.50749563198, 0.0, 0.872727272727, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0365296803653, 0.198724966649, 2.83572100994, 0.822722959587, 0.52194764517, 2.10502188698, 0.0, 0.709090909091, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.182648401826, 0.0712405781926, 2.89341671721, 0.940038276613, 0.500618736803, 2.27296865321, 0.0, 0.681818181818, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.438356164384, 0.0863563488422, 3.07840759329, 0.989251762707, 0.561114551593, 2.93597167522, 0.0, 0.863636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.337899543379, 0.0133882354662, 2.99374709021, 0.824804011469, 0.501598948199, 2.73512826592, 0.0, 0.690909090909, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.333333333333, 0.0663920269419, 2.85403993879, 1.06628874632, 0.677539295619, 2.04161380316, 0.0, 0.972727272727, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.296803652968, 0.098789306328, 3.04162480469, 1.04602563816, 0.564126973322, 2.65161752338, 0.0, 0.918181818182, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.360730593607, 0.000799968876329, 3.1060647778, 1.07360879605, 0.613954250959, 2.91637896278, 0.0, 0.963636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.470319634703, 0.0859959626802, 3.25404242658, 0.943812447354, 0.570730658299, 3.13631890365, 0.0, 0.804545454545, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.310502283105, 0.101645940978, 3.22771211655, 0.948060838553, 0.581867855779, 2.86389452758, 0.0, 0.859090909091, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.0730593607306, 0.057121155098, 3.13795620665, 0.937942907992, 0.55521175694, 2.72778359288, 0.0, 0.872727272727, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.305936073059, 0.443096525712, 3.27539034415, 0.996642592772, 0.617228782341, 2.92529487867, 0.0, 0.963636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.214611872146, 0.0301514964874, 2.86734627102, 1.1498272873, 0.611591972048, 1.99119377524, 0.0, 0.963636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.34703196347, 0.237338600701, 3.05527245807, 1.06768087267, 0.543530084159, 3.09250411394, 0.0, 0.881818181818, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.013698630137, 0.513592652949, 3.04562033781, 0.996319559562, 0.547525090958, 2.29817407068, 0.0, 0.854545454545, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
0.200913242009, 0.0902967271779, 2.96381545903, 1.04485117601, 0.551996988674, 2.78442381015, 0.0, 0.963636363636, -83.9047078536, -3.7933743896e-15, 7.35428819604e-15, -8.71514439155e-15, 4.83600799838e-15, -6.51672327731e-15, -5.64677286381e-15, 3.10791362583e-15, -3.98007308364e-15, 2.15941385106e-15, -5.45404898221e-16, Pop
